Isolate name,Standardized name,Isolation,Ecological origins,Geographical origins,Ploidy,CladesOrg,Abbreviation,VcfName,Clades
RIB1015,CMC,Sake,Sake,Japan,2,25. Sake ,25.S,CMC.variant,25.Sake
RIB1016,CMD,Sake,Sake,Japan,2,25. Sake ,25.S,CMD.variant,25.Sake
RIB1017,CME,Sake,Sake,Japan,2,25. Sake ,25.S,CME.variant,25.Sake
RIB6001,CMF,Sake,Sake,Japan,2,25. Sake ,25.S,CMF.variant,25.Sake
RIB6002,CMG,Sake,Sake,Japan,3,M3. Mosaic region 3,M3.M,CMG.variant,M3.Mosaicregion3
RIB6003,CMH,Sake,Sake,Japan,2,25. Sake ,25.S,CMH.variant,25.Sake
RIB6004,CMI,Sake,Sake,Japan,2,25. Sake ,25.S,CMI.variant,25.Sake
RIB6005,CMK,Sake,Sake,Japan,2,25. Sake ,25.S,CMK.variant,25.Sake
RIB6006,CML,Sake,Sake,Japan,2,25. Sake ,25.S,CML.variant,25.Sake
RIB6007,CMM,Sake,Sake,Japan,2,25. Sake ,25.S,CMM.variant,25.Sake
RIB0007,CMN,Sake,Sake,Japan,2,25. Sake ,25.S,CMN.variant,25.Sake
YPS615,CMP,Quercus sp.,Tree,"Pennsylvania, USA",2,21. Ecuadorean ,21.E,CMP.variant,21.Ecuadorean
YPS617,CMQ,Quercus sp.,Tree,"Pennsylvania, USA",2,21. Ecuadorean ,21.E,CMQ.variant,21.Ecuadorean
YPS670,CMS,Quercus sp.,Tree,"Pennsylvania, USA",2,Unclustered,unk,CMS.variant,Unclustered
SM.9.4.BR2,CMT,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CMT.variant,3.Brazilianbioethanol
SM.8.2.C13,CNB,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNB.variant,3.Brazilianbioethanol
SM8.3.M5,CNC,Bioethanol,Bioethanol,Brazil,2,M3. Mosaic region 3 ,M3.M,CNC.variant,M3.Mosaicregion3
SM.8.7.L8,CNE,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNE.variant,3.Brazilianbioethanol
SM.8.7.L9,CNF,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNF.variant,3.Brazilianbioethanol
SM.8.7.BR1,CNG,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNG.variant,3.Brazilianbioethanol
SM.8.8.BL1,CNH,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNH.variant,3.Brazilianbioethanol
SM.8.8.CVR1,CNI,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNI.variant,3.Brazilianbioethanol
SA.1.5.,CNK,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNK.variant,3.Brazilianbioethanol
SA.9.2.BL3,CNL,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNL.variant,3.Brazilianbioethanol
SA.9.3.VR1,CNM,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNM.variant,3.Brazilianbioethanol
SA.9.4.VL4,CNN,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNN.variant,3.Brazilianbioethanol
SA.9.4.BR2,CNP,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNP.variant,3.Brazilianbioethanol
SA.10.1.VL1,CNQ,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNQ.variant,3.Brazilianbioethanol
SA.10.1.VR4,CNR,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNR.variant,3.Brazilianbioethanol
RP11.4.1,CNS,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNS.variant,3.Brazilianbioethanol
RP11.4.11,CNT,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNT.variant,3.Brazilianbioethanol
RP11.4.14,CNV,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,CNV.variant,3.Brazilianbioethanol
906,CPA,Must from various Agave sp. ,Nature,Mexico,2,Unclustered,unk,CPA.variant,Unclustered
995,CPB,Fermented beverage from raisins and sugar,Beer,Hungary,2,M1. Mosaic region 1,M1.M,CPB.variant,M1.Mosaicregion1
997,CPC,Apricot pulp,Fruit,Hungary,2,M3. Mosaic region 3,M3.M,CPC.variant,M3.Mosaicregion3
1175,CPD,Spoiled beer,Beer,NA,2,7. Mosaic beer ,07.M,CPD.variant,7.Mosaicbeer
1216,CPE,Unknown,Unknown,"El Sauzal, Tenerife, Spain",2,1. Wine/European ,01.W,CPE.variant,1.Wine/European
1235,CPF,Unknown,Unknown,"Guimar, Tenerife, Spain",2,1. Wine/European ,01.W,CPF.variant,1.Wine/European
1560,CPG,"Manzanilla-Alorena, olive (Noe), 2003",Nature,"Aceituna, Spain",2,2. Alpechin ,02.A,CPG.variant,2.Alpechin
LCBG-3D6,CPI,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",2,9. Mexican agave ,09.M,CPI.variant,9.Mexicanagave
LCBG-Mosca3,CPK,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",2,9. Mexican agave ,09.M,CPK.variant,9.Mexicanagave
LCBG-4Y3,CPL,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",2,9. Mexican agave ,09.M,CPL.variant,9.Mexicanagave
LCBG-3D2,CPM,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",2,9. Mexican agave ,09.M,CPM.variant,9.Mexicanagave
LCBG-3Y3,CPN,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",2,9. Mexican agave ,09.M,CPN.variant,9.Mexicanagave
LCBG-3D4,CPQ,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",2,9. Mexican agave ,09.M,CPQ.variant,9.Mexicanagave
LCBG-3Y8,CPR,Agave spp. fermentation during rustic mezcal production,Distillery,"Tamaulipas, Mexico",2,9. Mexican agave ,09.M,CPR.variant,9.Mexicanagave
FTPW4,CPS,Palm wine,Palm wine,Burkina Faso,3,13. African palm wine ,13.A,CPS.variant,13.Africanpalmwine
FTPW3,CPT,Palm wine,Palm wine,Burkina Faso,2,13. African palm wine ,13.A,CPT.variant,13.Africanpalmwine
FTPW32,CQA,Palm wine,Palm wine,Burkina Faso,2,13. African palm wine ,13.A,CQA.variant,13.Africanpalmwine
FTPW35,CQB,Palm wine,Palm wine,Burkina Faso,2,13. African palm wine ,13.A,CQB.variant,13.Africanpalmwine
MTF2546,CQC,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQC.variant,12.WestAfricancocoa
MTF2547,CQD,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQD.variant,12.WestAfricancocoa
MTF2548,CQE,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQE.variant,12.WestAfricancocoa
MTF2549,CQF,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQF.variant,12.WestAfricancocoa
MTF2550,CQG,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQG.variant,12.WestAfricancocoa
MTF2551,CQH,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQH.variant,12.WestAfricancocoa
MTF2552,CQI,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQI.variant,12.WestAfricancocoa
MTF2553,CQK,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQK.variant,12.WestAfricancocoa
MTF2554,CQL,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQL.variant,12.WestAfricancocoa
MTF2555,CQM,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQM.variant,12.WestAfricancocoa
MTF2556,CQN,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQN.variant,12.WestAfricancocoa
MTF2557,CQP,Cocoa bean fermentation,Fermentation,West Africa,2,12. West African cocoa ,12.W,CQP.variant,12.WestAfricancocoa
RIB1006,CQQ,Sake,Sake,Japan,2,25. Sake ,25.S,CQQ.variant,25.Sake
RIB1007,CQR,Sake,Sake,Japan,2,25. Sake ,25.S,CQR.variant,25.Sake
CEY647,CQS,Molossus molossus (bat),Nature,French Guiana,2,Unclustered,unk,CQS.variant,Unclustered
L-982,CQT,Wine,Wine,Argentina,2,1. Wine/European ,01.W,CQT.variant,1.Wine/European
CD7-9Sv2,CQV,Wine,Wine,Italy,2,1. Wine/European ,01.W,CQV.variant,1.Wine/European
RB3-7Sc2,CRA,Wine,Wine,Italy,2,1. Wine/European ,01.W,CRA.variant,1.Wine/European
SC2-37,CRB,Wine,Wine,Italy,2,1. Wine/European ,01.W,CRB.variant,1.Wine/European
Ba-215,CRC,Wine,Wine,Italy,2,1. Wine/European ,01.W,CRC.variant,1.Wine/European
FIMA_3,CRD,Wine,Wine,Italy,2,1. Wine/European ,01.W,CRD.variant,1.Wine/European
CLQCA_17-111,CRE,Termite mound,Insect,Ecuador,3,M3. Mosaic region 3,M3.M,CRE.variant,M3.Mosaicregion3
L-846,CRG,Wine,Wine,Chile,2,1. Wine/European ,01.W,CRG.variant,1.Wine/European
L-319,CRH,Wine,Wine,Chile,2,1. Wine/European ,01.W,CRH.variant,1.Wine/European
AGME_5I,CRI,Wine,Wine,Italy,2,1. Wine/European ,01.W,CRI.variant,1.Wine/European
E1-6,CRK,Wine ,Wine,Italy,2,1. Wine/European ,01.W,CRK.variant,1.Wine/European
C-6,CRL,Wine conserved in amphora,Wine,Georgia,2,1. Wine/European ,01.W,CRL.variant,1.Wine/European
SK1,SACE_GAL,Lab strain,Lab strain,USA,2,13. African palm wine ,13.A,SACE_GAL.variant,13.Africanpalmwine
L1528,SACE_GAP,Wine,Wine,Chile,2,1. Wine/European ,01.W,SACE_GAP.variant,1.Wine/European
UWOPS83-787_3,SACE_GAS,Opuntia spp.,Nature,Bahamas,2,Unclustered,unk,SACE_GAS.variant,Unclustered
UWOPS87-2421,SACE_GAT,Opuntia spp.,Nature,Hawaii,2,Unclustered,unk,SACE_GAT.variant,Unclustered
W303,SACE_GAV,Lab strain,Lab strain,NA,2,M3. Mosaic region 3,M3.M,SACE_GAV.variant,M3.Mosaicregion3
273614N,SACE_MAA,"Royal Victoria Infirmary, Newcastle UK, Galloway A Clinical isolate (Fecal) Mackenzie D","Human, clinical","Newcastle, UK",2,M2. Mosaic region 2,M2.M,SACE_MAA.variant,M2.Mosaicregion2
378604X,SACE_MAB,Clinical sputum,"Human, clinical","Newcastle, UK",2,M3. Mosaic region 3,M3.M,SACE_MAB.variant,M3.Mosaicregion3
UWOPS05_227_2,SACE_MAL,"Telok Senangin, Malaysia, Lachance M, 2005 Trigona spp (Stingless bee) collected near Bertam palm flower",Insect,"Telok Senangin, Malaysia",2,19. Malaysian ,19.M,SACE_MAL.variant,19.Malaysian
YJM189,SACE_YAA,Unknown,Distillery,NA,2,1. Wine/European ,01.W,SACE_YAA.variant,1.Wine/European
YJM193,SACE_YAB,Unknown,Distillery,NA,2,7. Mosaic beer ,07.M,SACE_YAB.variant,7.Mosaicbeer
YJM195,SACE_YAC,Palm wine,Palm wine,Nigeria,2,13. African palm wine ,13.A,SACE_YAC.variant,13.Africanpalmwine
YJM244,SACE_YAD,Human,"Human, clinical",Romania,2,1. Wine/European ,01.W,SACE_YAD.variant,1.Wine/European
YJM248,SACE_YAE,Faeces,Human,NA,2,2. Alpechin ,02.A,SACE_YAE.variant,2.Alpechin
YJM270,SACE_YAF,Unknown,Wine,Slovenia,2,1. Wine/European (subclade 4),01.W4,SACE_YAF.variant,1.Wine/European(subclade4)
YJM271,SACE_YAG,Brewery,Beer,NA,2,7. Mosaic beer ,07.M,SACE_YAG.variant,7.Mosaicbeer
YJM450,SACE_YAK,Unknown,"Human, clinical","California, USA",2,M3. Mosaic region 3,M3.M,SACE_YAK.variant,M3.Mosaicregion3
YJM451,SACE_YAL,Unknown,"Human, clinical",NA,2,M3. Mosaic region 3,M3.M,SACE_YAL.variant,M3.Mosaicregion3
YJM453,SACE_YAM,Unknown,"Human, clinical",NA,2,1. Wine/European ,01.W,SACE_YAM.variant,1.Wine/European
YJM456,SACE_YAN,Unknown,"Human, clinical","California, USA",2,M3. Mosaic region 3 ,M3.M,SACE_YAN.variant,M3.Mosaicregion3
YJM541,SACE_YAP,Unknown,"Human, clinical","California, USA",2,M3. Mosaic region 3,M3.M,SACE_YAP.variant,M3.Mosaicregion3
YJM554,SACE_YAQ,Unknown,"Human, clinical","California, USA",2,M3. Mosaic region 3,M3.M,SACE_YAQ.variant,M3.Mosaicregion3
YJM555,SACE_YAR,Unknown,"Human, clinical","California, USA",2,M3. Mosaic region 3,M3.M,SACE_YAR.variant,M3.Mosaicregion3
YJM681,SACE_YAT,Unknown,"Human, clinical","California, USA",2,M3. Mosaic region 3,M3.M,SACE_YAT.variant,M3.Mosaicregion3
YJM682,SACE_YAU,Unknown,"Human, clinical","Texas, USA",2,M3. Mosaic region 3,M3.M,SACE_YAU.variant,M3.Mosaicregion3
YJM683,SACE_YAV,Unknown,"Human, clinical","Texas, USA",2,M3. Mosaic region 3,M3.M,SACE_YAV.variant,M3.Mosaicregion3
YJM689,SACE_YAW,Unknown,"Human, clinical","Texas, USA",2,M3. Mosaic region 3,M3.M,SACE_YAW.variant,M3.Mosaicregion3
YJM693,SACE_YAX,Unknown,"Human, clinical","Texas, USA",2,Unclustered,unk,SACE_YAX.variant,Unclustered
YJM969,SACE_YAY,Unknown,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YAY.variant,1.Wine/European(subclade2)
YJM972,SACE_YAZ,Unknown,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YAZ.variant,1.Wine/European(subclade2)
YJM975,SACE_YBA,Vagina,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YBA.variant,1.Wine/European(subclade2)
YJM978,SACE_YBB,Vagina,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YBB.variant,1.Wine/European(subclade2)
YJM987,SACE_YBE,Unknown,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YBE.variant,1.Wine/European(subclade2)
YJM980,SACE_YBF,Unknown,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YBF.variant,1.Wine/European(subclade2)
YJM993,SACE_YBG,Unknown,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YBG.variant,1.Wine/European(subclade2)
YJM996,SACE_YBH,Unknown,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,SACE_YBH.variant,1.Wine/European(subclade2)
YJM1190,SACE_YBJ,Unknown,"Human, clinical","Michigan, USA",2,M3. Mosaic region 3,M3.M,SACE_YBJ.variant,M3.Mosaicregion3
YJM1199,SACE_YBK,Unknown,"Human, clinical","Michigan, USA",2,M3. Mosaic region 3,M3.M,SACE_YBK.variant,M3.Mosaicregion3
YJM1202,SACE_YBL,Unknown,"Human, clinical","Michigan, USA",2,M3. Mosaic region 3,M3.M,SACE_YBL.variant,M3.Mosaicregion3
YJM1208,SACE_YBM,Unknown,"Human, clinical","Michigan, USA",2,M3. Mosaic region 3,M3.M,SACE_YBM.variant,M3.Mosaicregion3
YJM1242,SACE_YBN,Unknown,Fruit,"Illinois, USA",2,1. Wine/European ,01.W,SACE_YBN.variant,1.Wine/European
YJM1244,SACE_YBO,Unknown,Fruit,Indonesia,2,1. Wine/European ,01.W,SACE_YBO.variant,1.Wine/European
YJM1248,SACE_YBP,Unknown,Wine,West Africa,2,13. African palm wine ,13.A,SACE_YBP.variant,13.Africanpalmwine
YJM1250,SACE_YBQ,Sugar cane,Nature,NA,2,Unclustered,unk,SACE_YBQ.variant,Unclustered
YJM1252,SACE_YBR,Alpechin (waste from olive oil production),Industrial,Spain,2,2. Alpechin ,02.A,SACE_YBR.variant,2.Alpechin
YJM1273,SACE_YBS,Quercus sp. ,Tree,"Pennsylvania, USA",2,23. North American oak ,23.N,SACE_YBS.variant,23.NorthAmericanoak
YJM1304,SACE_YBT,Unknown,"Human, clinical","Texas, USA",2,M3. Mosaic region 3,M3.M,SACE_YBT.variant,M3.Mosaicregion3
YJM1307,SACE_YBU,Unknown,"Human, clinical","Washington DC, USA",2,M3. Mosaic region 3,M3.M,SACE_YBU.variant,M3.Mosaicregion3
YJM1311,SACE_YBV,Unknown,"Human, clinical","Michigan, USA",2,Unclustered,unk,SACE_YBV.variant,Unclustered
YJM1326,SACE_YBW,Unknown,"Human, clinical","Minnesota, USA",2,Unclustered,unk,SACE_YBW.variant,Unclustered
YJM1332,SACE_YBX,Unknown,Wine,Italy,2,1. Wine/European ,01.W,SACE_YBX.variant,1.Wine/European
YJM1336,SACE_YBY,Unknown,Wine,Italy,2,1. Wine/European ,01.W,SACE_YBY.variant,1.Wine/European
YJM1338,SACE_YBZ,Sour fig,Fruit,"Maryland, USA",2,M3. Mosaic region 3 ,M3.M,SACE_YBZ.variant,M3.Mosaicregion3
YJM1341,SACE_YCA,Unknown,Wine,South Africa,2,1. Wine/European ,01.W,SACE_YCA.variant,1.Wine/European
YJM1342,SACE_YCB,Unknown,Soil,South Africa,2,Unclustered,unk,SACE_YCB.variant,Unclustered
YJM1355,SACE_YCC,Molasses,Industrial,"Illinois, USA",2,M2. Mosaic region 2,M2.M,SACE_YCC.variant,M2.Mosaicregion2
YJM1356,SACE_YCD,Cider,Cider,NA,2,1. Wine/European ,01.W,SACE_YCD.variant,1.Wine/European
YJM1381,SACE_YCE,Rum fermentation,Distillery,Trinidad,2,M3. Mosaic region 3,M3.M,SACE_YCE.variant,M3.Mosaicregion3
YJM1383,SACE_YCF,Coconut,Fruit,Philippines,2,M2. Mosaic region 2,M2.M,SACE_YCF.variant,M2.Mosaicregion2
YJM1385,SACE_YCG,Sugar refinery,Industrial,"Maryland, USA",2,Unclustered,unk,SACE_YCG.variant,Unclustered
YJM1386,SACE_YCH,Sugar cane,Nature,Jamaica,2,M3. Mosaic region 3,M3.M,SACE_YCH.variant,M3.Mosaicregion3
YJM1387,SACE_YCI,Unknown,Wine,Japan,2,M1. Mosaic region 1,M1.M,SACE_YCI.variant,M1.Mosaicregion1
YJM1388,SACE_YCJ,Fermented tapioca,Unknown,Malaya,2,26. Asian fermentation ,26.A,SACE_YCJ.variant,26.Asianfermentation
YJM1389,SACE_YCK,Sewage,Industrial,Thailand,2,26. Asian fermentation ,26.A,SACE_YCK.variant,26.Asianfermentation
YJM1399,SACE_YCL,Wild cherry tree,Tree,NA,2,Unclustered,unk,SACE_YCL.variant,Unclustered
YJM1400,SACE_YCM,Guava,Fruit,Philippines,2,24. Asian islands ,24.A,SACE_YCM.variant,24.Asianislands
YJM1401,SACE_YCN,Papaya,Fruit,Philippines,2,Unclustered,unk,SACE_YCN.variant,Unclustered
YJM1402,SACE_YCO,Wine,Wine,NA,2,Unclustered,unk,SACE_YCO.variant,Unclustered
YJM1415,SACE_YCP,Wine,Wine,France,2,1. Wine/European ,01.W,SACE_YCP.variant,1.Wine/European
YJM1417,SACE_YCQ,Cider,Cider,NA,2,1. Wine/European ,01.W,SACE_YCQ.variant,1.Wine/European
YJM1418,SACE_YCR,Quercus sp. ,Tree,Japan,2,18. Far East Asia ,18.F,SACE_YCR.variant,18.FarEastAsia
YJM1419,SACE_YCS,Bagasse,Unknown,NA,2,M3. Mosaic region 3,M3.M,SACE_YCS.variant,M3.Mosaicregion3
YJM1433,SACE_YCT,Wine,Wine,France,2,M2. Mosaic region 2,M2.M,SACE_YCT.variant,M2.Mosaicregion2
YJM1434,SACE_YCU,Oak,Tree,"Pennsylvania, USA",2,23. North American oak ,23.N,SACE_YCU.variant,23.NorthAmericanoak
YJM1439,SACE_YCV,Ginger beer,Beer,West Africa,2,13. African palm wine ,13.A,SACE_YCV.variant,13.Africanpalmwine
YJM1443,SACE_YCW,Fruit,Fruit,Bahamas,2,Unclustered,unk,SACE_YCW.variant,Unclustered
YJM1444,SACE_YCX,Cladode,Nature,Hawaii,2,Unclustered,unk,SACE_YCX.variant,Unclustered
YJM1447,SACE_YCY,Bertam Palm,Tree,Malaysia,2,19. Malaysian ,19.M,SACE_YCY.variant,19.Malaysian
YJM1450,SACE_YCZ,Clinical,"Human, clinical","Kansas, USA",2,M2. Mosaic region 2,M2.M,SACE_YCZ.variant,M2.Mosaicregion2
YJM1460,SACE_YDA,Palm Wine,Palm wine,"Newcastle, UK",2,26. Asian fermentation ,26.A,SACE_YDA.variant,26.Asianfermentation
YJM1463,SACE_YDB,White Tecc,Unknown,Africa,2,Unclustered,unk,SACE_YDB.variant,Unclustered
YJM1477,SACE_YDC,Blatz beer,Beer,Ethiopia,2,1. Wine/European ,01.W,SACE_YDC.variant,1.Wine/European
YJM1478,SACE_YDD,Kefyr,Fermentation,"Missouri, USA",2,7. Mosaic beer ,07.M,SACE_YDD.variant,7.Mosaicbeer
YJM1479,SACE_YDE,Coconut tuba,Palm wine,Phillipines,2,24. Asian islands ,24.A,SACE_YDE.variant,24.Asianislands
YJM1526,SACE_YDF,Clinical (throat),"Human, clinical",NA,2,1. Wine/European ,01.W,SACE_YDF.variant,1.Wine/European
YJM1527,SACE_YDG,Prune,Fruit,"California, USA",2,M3. Mosaic region 3,M3.M,SACE_YDG.variant,M3.Mosaicregion3
YJM1549,SACE_YDH,Fermenting fruit juice,Fermentation,Netherlands,2,M3. Mosaic region 3,M3.M,SACE_YDH.variant,M3.Mosaicregion3
YJM1573,SACE_YDI,Fermented food,Unknown,India,2,Unclustered,unk,SACE_YDI.variant,Unclustered
YJM1574,SACE_YDJ,wine/European,Wine,NA,2,1. Wine/European ,01.W,SACE_YDJ.variant,1.Wine/European
YJM1592,SACE_YDK,Sewage,Industrial,Thailand,2,26. Asian fermentation ,26.A,SACE_YDK.variant,26.Asianfermentation
YJM1615,SACE_YDL,Clinical,"Human, clinical","California, USA",2,M3. Mosaic region 3,M3.M,SACE_YDL.variant,M3.Mosaicregion3
YJM1078,SACE_YDM,Clinical,"Human, clinical",Portugal,2,2. Alpechin ,02.A,SACE_YDM.variant,2.Alpechin
YJM1083,SACE_YDN,Clinical,"Human, clinical","North Carolina, USA",2,M3. Mosaic region 3,M3.M,SACE_YDN.variant,M3.Mosaicregion3
YJM1129,SACE_YDO,"Non-Clinical, segregant of NRRL Y-53 (=NRRL Y-567)",Distillery,"Ohio, USA",2,1. Wine/European ,01.W,SACE_YDO.variant,1.Wine/European
Jean-Talon,Jean-Talon,Beer,Brewery,"Quebec, Canada",4,Jean_Talon,Jean-Talon,Jean-Talon.variant2,Jean_Talon
